States,Member State,Year,Fund,Total Paid,Advance,Interim,Absorption (%),,,,,,
,Slovakia,2011,ESF,140994735.5,0,140994735.5,23.55,,,,,,
,Slovakia,2012,ESF,247796910.8,0,247796910.8,40.25,,,,,,
,Slovakia,2013,ESF,123215580.4,0,123215580.4,48.55,,,,,,
,Slovakia,2014,ESF,312164536.2,0,312164536.2,69.59,,,,,,
,Slovakia,2015,ESF,360075997,0,360075997,93.85,,,,,,
,Slovakia,2016,ESF,17081062.1,0,17081062.1,95,,,,,,
,Slovakia,2007,TOTAL,246706091.8,246706091.8,0,2.15,,,,,,
,Slovakia,2008,TOTAL,379805984.1,379805984.1,0,5.46,,,,,,
,Slovakia,2009,TOTAL,520811448.8,454424798,66386650.84,9.99,,,,,,
,Slovakia,2010,TOTAL,1022226393,0,1022226393,18.89,,,,,,
,Slovakia,2011,TOTAL,1022233985,0,1022233985,27.8,,,,,,
,Slovakia,2012,TOTAL,1522428894,0,1522428894,41.05,,,,,,
,Slovakia,2013,TOTAL,1335221291,0,1335221291,52.68,,,,,,
,Slovakia,2014,TOTAL,852949366.2,0,852949366.2,60.11,,,,,,
,Slovakia,2015,TOTAL,2895211354,0,2895211354,85.32,,,,,,
,Slovakia,2016,TOTAL,1111025926,0,1111025926,96.08,,,,,,
,Slovenia,2007,CF,35289246.45,35289246.45,0,2.5,,,,,,
,Slovenia,2008,CF,56462794.32,56462794.32,0,6.5,,,,,,
,Slovenia,2009,CF,136151652.9,56462794.32,79688858.53,16.15,,,,,,
,Slovenia,2010,CF,107768123.8,0,107768123.8,23.78,,,,,,
,Slovenia,2011,CF,40367297.94,0,40367297.94,26.64,,,,,,
,Slovenia,2012,CF,87218988.82,0,87218988.82,32.82,,,,,,
,Slovenia,2013,CF,105042609.4,0,105042609.4,40.26,,,,,,
,Slovenia,2014,CF,338557167,0,338557167,64.24,,,,,,
,Slovenia,2015,CF,434133484.6,0,434133484.6,95,,,,,,
,Slovenia,2016,CF,0,0,0,100,,,,,,
,Slovenia,2007,ERDF,38675588.16,38675588.16,0,2,,,,,,
,Slovenia,2008,ERDF,58013382.24,58013382.24,0,5,,,,,,
,Slovenia,2009,ERDF,155991740.4,77351176.32,78640564.12,13.07,,,,,,
,Slovenia,2010,ERDF,252704619.3,0,252704619.3,26.13,,,,,,
,Slovenia,2011,ERDF,389506488.1,0,389506488.1,46.28,,,,,,
,Slovenia,2012,ERDF,324390328.8,0,324390328.8,63.05,,,,,,
,Slovenia,2013,ERDF,259695374.4,0,259695374.4,76.48,,,,,,
,Slovenia,2014,ERDF,298282490.1,0,298282490.1,91.91,,,,,,
,Slovenia,2015,ERDF,59830426.04,0,59830426.04,95,,,,,,
,Slovenia,2016,ERDF,0,0,0,100,,,,,,
,Slovenia,2007,ESF,15113987.4,15113987.4,0,2,,,,,,
,Slovenia,2008,ESF,22670981.1,22670981.1,0,5,,,,,,
,Slovenia,2009,ESF,33471219.15,30227974.8,3243244.35,9.43,,,,,,
,Slovenia,2010,ESF,104672421.4,0,104672421.4,23.28,,,,,,
,Slovenia,2011,ESF,70738137.96,0,70738137.96,32.64,,,,,,
,Slovenia,2012,ESF,134226321.5,0,134226321.5,50.4,,,,,,
,Slovenia,2013,ESF,151477018.3,0,151477018.3,70.45,,,,,,
,Slovenia,2014,ESF,134880399.9,0,134880399.9,88.3,,,,,,
,Slovenia,2015,ESF,50663914.86,0,50663914.86,95,,,,,,
,Slovenia,2016,ESF,0,0,0,100,,,,,,
,Slovenia,2007,TOTAL,89078822.01,89078822.01,0,2.17,,,,,,
,Slovenia,2008,TOTAL,137147157.7,137147157.7,0,5.52,,,,,,
,Slovenia,2009,TOTAL,325614612.4,164041945.4,161572667,13.46,,,,,,
,Slovenia,2010,TOTAL,465145164.5,0,465145164.5,24.8,,,,,,
,Slovenia,2011,TOTAL,500611924,0,500611924,37.01,,,,,,
,Slovenia,2012,TOTAL,545835639.1,0,545835639.1,50.31,,,,,,
,Slovenia,2013,TOTAL,516215002.1,0,516215002.1,62.9,,,,,,
,Slovenia,2014,TOTAL,771720057,0,771720057,81.72,,,,,,
,Slovenia,2015,TOTAL,544627825.5,0,544627825.5,95,,,,,,
,Slovenia,2016,TOTAL,0,0,0,100,,,,,,
,Spain,2007,CF,70864260.16,70864260.16,0,2,,,,,,
,Spain,2008,CF,106296390.2,106296390.2,0,5,,,,,,
,Spain,2009,CF,88580325.2,88580325.2,0,7.5,,,,,,
,Spain,2010,CF,1310967640,0,1310967640,44.5,,,,,,
,Spain,2011,CF,454140046.2,0,454140046.2,57.32,,,,,,
,Spain,2012,CF,228593893.7,0,228593893.7,63.77,,,,,,
,Spain,2013,CF,316127930.2,0,316127930.2,72.69,,,,,,
,Spain,2014,CF,646438590.7,0,646438590.7,90.93,,,,,,
,Spain,2015,CF,144043281.1,0,144043281.1,95,,,,,,
,Spain,2016,CF,0,0,0,99.87,,,,,,
,Spain,2007,ERDF,461143843,461143843,0,2,,,,,,
,Spain,2008,ERDF,691715764.5,691715764.5,0,5,,,,,,
,Spain,2009,ERDF,1196106517,576429803.8,619676713.6,10.19,,,,,,
,Spain,2010,ERDF,2405311809,0,2405311809,20.63,,,,,,
,Spain,2011,ERDF,2916714891,0,2916714891,33.28,,,,,,
,Spain,2012,ERDF,3673468652,0,3673468652,49.22,,,,,,
,Spain,2013,ERDF,2732400906,0,2732400906,61.08,,,,,,
,Spain,2014,ERDF,2491031202,0,2491031202,71.89,,,,,,
,Spain,2015,ERDF,3099386603,0,3099386603,85.34,,,,,,
,Spain,2016,ERDF,1613745397,0,1613745397,99.4,,,,,,
,Spain,2007,ESF,161146576.4,161146576.4,0,2.03,,,,,,
,Spain,2008,ESF,241719864.7,241719864.7,0,5.08,,,,,,
,Spain,2009,ESF,659886578.4,201433220.6,458453357.8,13.4,,,,,,
,Spain,2010,ESF,361342826.5,0,361342826.5,17.96,,,,,,
,Spain,2011,ESF,1531426507,0,1531426507,37.27,,,,,,
,Spain,2012,ESF,1350908215,0,1350908215,54.3,,,,,,
,Spain,2013,ESF,767346691.1,0,767346691.1,63.98,,,,,,
,Spain,2014,ESF,336193645.2,0,336193645.2,68.21,,,,,,
,Spain,2015,ESF,580153092.1,0,580153092.1,75.53,,,,,,
,Spain,2016,ESF,851737309.1,0,851737309.1,99.79,,,,,,
,Spain,2007,TOTAL,693154679.6,693154679.6,0,2.01,,,,,,
,Spain,2008,TOTAL,1039732019,1039732019,0,5.02,,,,,,
,Spain,2009,TOTAL,1944573421,866443349.7,1078130071,10.65,,,,,,
,Spain,2010,TOTAL,4077622276,0,4077622276,22.46,,,,,,
,Spain,2011,TOTAL,4902281444,0,4902281444,36.67,,,,,,
,Spain,2012,TOTAL,5252970760,0,5252970760,51.88,,,,,,
,Spain,2013,TOTAL,3815875528,0,3815875528,62.94,,,,,,
,Spain,2014,TOTAL,3473663438,0,3473663438,73,,,,,,
,Spain,2015,TOTAL,3823582976,0,3823582976,84.07,,,,,,
,Spain,2016,TOTAL,2465482706,0,2465482706,99.54,,,,,,
,Sweden,2007,ERDF,18690814.6,18690814.6,0,2,,,,,,
,Sweden,2008,ERDF,28036221.9,28036221.9,0,5,,,,,,
,Sweden,2009,ERDF,117885911.7,23363518.27,94522393.41,17.61,,,,,,
,Sweden,2010,ERDF,92736156.78,0,92736156.78,27.54,,,,,,
,Sweden,2011,ERDF,189649171,0,189649171,47.83,,,,,,
,Sweden,2012,ERDF,110051001.8,0,110051001.8,59.61,,,,,,
,Sweden,2013,ERDF,149273070.2,0,149273070.2,75.58,,,,,,
,Sweden,2014,ERDF,133471896.9,0,133471896.9,89.86,,,,,,
,Sweden,2015,ERDF,43279600.1,0,43279600.1,94.49,,,,,,
,Sweden,2016,ERDF,4739848.51,0,4739848.51,97.96,,,,,,
,Sweden,2007,ESF,13831023.16,13831023.16,0,2,,,,,,
,Sweden,2008,ESF,20746534.74,20746534.74,0,5,,,,,,
,Sweden,2009,ESF,63501244.62,17288778.95,46212465.67,14.18,,,,,,
,Sweden,2010,ESF,82521927.12,0,82521927.12,26.12,,,,,,
,Sweden,2011,ESF,128896112.4,0,128896112.4,44.75,,,,,,
,Sweden,2012,ESF,0,0,0,44.75,,,,,,
,Sweden,2013,ESF,101096345.7,0,101096345.7,59.37,,,,,,
,Sweden,2014,ESF,211251255.1,0,211251255.1,89.92,,,,,,
,Sweden,2015,ESF,35129157.36,0,35129157.36,95,,,,,,
,Sweden,2016,ESF,0,0,0,99.08,,,,,,
,Sweden,2007,TOTAL,32521837.76,32521837.76,0,2,,,,,,
,Sweden,2008,TOTAL,48782756.64,48782756.64,0,5,,,,,,
,Sweden,2009,TOTAL,181387156.3,40652297.22,140734859.1,16.15,,,,,,
,Sweden,2010,TOTAL,175258083.9,0,175258083.9,26.93,,,,,,
,Sweden,2011,TOTAL,318545283.4,0,318545283.4,46.52,,,,,,
,Sweden,2012,TOTAL,110051001.8,0,110051001.8,53.29,,,,,,
,Sweden,2013,TOTAL,250369415.9,0,250369415.9,68.69,,,,,,
,Sweden,2014,TOTAL,344723152,0,344723152,89.89,,,,,,
,Sweden,2015,TOTAL,78408757.46,0,78408757.46,94.71,,,,,,
,Sweden,2016,TOTAL,4739848.51,0,4739848.51,98.44,,,,,,
,United Kingdom,2007,ERDF,108320394.7,108320394.7,0,2.01,,,,,,
,United Kingdom,2008,ERDF,162480592.1,162480592.1,0,5.03,,,,,,
,United Kingdom,2009,ERDF,296491907.9,135400493.4,161091414.5,10.53,,,,,,
,United Kingdom,2010,ERDF,763568895.4,0,763568895.4,24.71,,,,,,
,United Kingdom,2011,ERDF,681586900.2,0,681586900.2,37.36,,,,,,
,United Kingdom,2012,ERDF,464281757.6,0,464281757.6,45.98,,,,,,
,United Kingdom,2013,ERDF,299911499.7,0,299911499.7,51.54,,,,,,
,United Kingdom,2014,ERDF,1294844194,0,1294844194,75.58,,,,,,
,United Kingdom,2015,ERDF,697403674.4,0,697403674.4,88.53,,,,,,
,United Kingdom,2016,ERDF,348921369.8,0,348631332.9,97.85,,,,,,
,United Kingdom,2007,ESF,89498354.56,89498354.56,0,1.99,,,,,,
,United Kingdom,2008,ESF,134247531.8,134247531.8,0,4.98,,,,,,
,United Kingdom,2009,ESF,548573178.6,111872943.2,436700235.3,17.2,,,,,,
,United Kingdom,2010,ESF,637958998.5,0,637958998.5,31.4,,,,,,
,United Kingdom,2011,ESF,417975758.5,0,417975758.5,40.71,,,,,,
,United Kingdom,2012,ESF,731392978.6,0,731392978.6,57,,,,,,
,United Kingdom,2013,ESF,271872420.7,0,271872420.7,63.05,,,,,,
,United Kingdom,2014,ESF,318941460.6,0,318941460.6,70.15,,,,,,
,United Kingdom,2015,ESF,773607436.1,0,773607436.1,87.38,,,,,,
,United Kingdom,2016,ESF,342217668,0,342217668,95.18,,,,,,
,United Kingdom,2007,TOTAL,197818749.3,197818749.3,0,2,,,,,,
,United Kingdom,2008,TOTAL,296728123.9,296728123.9,0,5.01,,,,,,
,United Kingdom,2009,TOTAL,845065086.4,247273436.6,597791649.8,13.56,,,,,,
,United Kingdom,2010,TOTAL,1401527894,0,1401527894,27.75,,,,,,
,United Kingdom,2011,TOTAL,1099562659,0,1099562659,38.88,,,,,,
,United Kingdom,2012,TOTAL,1195674736,0,1195674736,50.99,,,,,,
,United Kingdom,2013,TOTAL,571783920.4,0,571783920.4,56.78,,,,,,
,United Kingdom,2014,TOTAL,1613785655,0,1613785655,73.11,,,,,,
,United Kingdom,2015,TOTAL,1471011110,0,1471011110,88.01,,,,,,
,United Kingdom,2016,TOTAL,691139037.8,0,690849000.8,96.64,,,,,,
